login_Attempts,failed_Validations,avg_flow,current_flow,packets_flow,botnet
4,2,530,1251,12,0
7,7,550,1237,8,1
8,4,500,1485,3,0
10,9,500,1051,1,1
6,0,500,263,2,1
4,12,530,1406,15,0
5,4,530,1411,11,1
8,10,500,351,7,1
8,0,550,609,11,0
0,5,500,1442,6,0
9,5,530,740,13,0
3,3,530,828,14,1
10,2,530,678,5,1
2,2,550,959,15,1
0,7,550,1194,11,1
0,8,530,797,1,1
1,5,500,438,10,1
9,10,500,1488,5,1
10,2,550,445,10,1
10,5,500,1119,7,1
10,2,530,540,11,1
9,12,550,1359,3,1
4,8,550,624,6,1
2,11,500,506,14,0
2,3,530,297,11,0
6,1,500,641,1,0
6,7,500,473,13,1
8,0,500,680,7,1
6,4,530,668,10,1
3,1,530,245,9,0
8,7,530,1081,18,1
3,3,530,1143,15,0
7,6,550,1151,15,1
10,11,500,775,7,1
5,10,550,1504,13,0
9,6,500,649,4,1
10,5,530,1159,17,1
1,5,500,771,5,1
4,8,530,1466,13,0
10,3,530,1476,17,1
9,2,550,352,1,0
6,0,530,627,2,0
9,6,500,1277,15,1
10,9,530,999,2,1
0,8,550,641,17,1
5,1,530,398,15,1
9,2,500,1365,1,0
6,12,500,317,13,0
7,12,530,786,18,1
2,12,550,454,19,0
1,8,530,1496,4,0
6,6,530,988,16,1
10,4,550,1053,13,0
6,11,530,1319,16,1
6,12,530,844,1,1
2,4,530,353,11,0
8,8,550,1431,13,1
3,6,530,557,4,0
10,12,550,413,13,1
6,4,550,1468,12,1
3,10,500,865,14,1
7,9,550,472,4,0
3,12,530,942,15,1
9,7,530,757,19,1
6,2,550,1326,20,0
3,7,530,712,10,1
5,4,500,884,19,1
10,0,550,776,14,0
4,3,500,1057,16,1
3,2,530,956,13,1
4,1,530,1472,15,0
8,9,550,1117,15,1
4,3,500,593,16,1
8,5,550,1429,19,0
3,2,530,308,11,1
8,7,530,1014,18,1
3,6,500,721,2,1
10,10,550,1050,14,1
0,4,530,316,9,0
4,5,530,745,1,1
3,3,500,1403,14,1
10,8,500,1008,1,1
4,8,500,1131,16,1
1,1,500,1448,16,0
10,9,500,331,17,1
8,0,530,1328,7,1
9,0,550,779,17,1
6,5,500,880,18,0
1,8,500,1148,1,1
5,1,530,1390,3,0
7,12,550,1441,6,1
2,6,550,1415,15,0
7,9,550,1420,2,1
0,9,530,731,13,0
7,5,530,1350,12,1
9,8,530,564,4,0
0,7,550,1031,17,1
5,4,530,920,9,0
2,1,530,1076,15,1
0,9,550,1246,18,1
3,10,500,1128,16,1
5,10,500,580,12,0
4,4,500,895,8,1
3,12,550,323,9,1
5,10,550,538,2,1
9,6,550,1269,1,1
9,6,550,1156,6,1
10,5,550,451,15,0
7,7,550,508,15,0
8,9,530,341,18,1
0,1,530,690,7,1
1,10,530,1045,14,1
2,5,550,582,9,1
7,0,550,940,16,0
3,11,530,789,9,0
10,12,550,579,20,0
7,9,500,385,1,0
1,8,500,934,10,1
3,11,500,1327,12,0
9,6,550,1466,17,1
6,4,500,1489,6,1
9,5,500,425,19,1
10,12,500,723,18,1
7,8,530,1502,2,1
7,9,550,1410,18,1
7,2,550,706,13,0
8,3,530,1372,13,1
4,12,550,306,19,1
9,0,500,431,18,0
6,10,500,317,15,1
10,0,530,897,8,0
3,12,530,336,9,1
7,2,500,1049,14,1
3,4,530,804,15,1
5,5,550,1193,9,0
10,1,530,1033,5,1
5,7,530,943,14,1
3,11,550,1052,1,1
8,5,550,481,6,0
0,2,550,1475,1,1
10,12,500,996,7,1
4,11,530,711,7,0
5,11,530,1001,3,0
10,12,530,901,15,1
7,4,550,1286,2,1
7,2,500,1123,14,0
1,9,500,653,1,0
8,12,530,956,4,1
0,4,530,1053,4,0
6,11,550,1159,15,1
8,1,550,762,2,1
1,9,530,1176,10,0
1,7,530,402,7,1
6,7,500,697,6,0
5,1,500,627,3,0
6,9,530,408,4,1
2,4,550,361,20,1
9,12,550,1329,13,1
3,8,530,266,19,1
3,11,530,1039,1,1
3,8,530,856,7,1
5,2,500,1171,3,0
0,7,550,360,11,1
10,8,500,958,4,1
0,7,500,392,3,1
7,1,500,283,16,0
9,6,550,483,19,0
8,5,530,1078,9,1
7,6,550,1426,14,1
1,9,500,1375,16,0
10,10,530,901,7,1
10,2,500,1407,3,1
0,2,530,1329,6,0
10,7,530,283,9,1
2,1,500,769,16,0
2,7,500,461,19,0
10,10,500,1147,9,1
4,11,530,1385,8,0
0,1,530,1347,19,1
8,10,500,270,15,1
2,7,530,623,2,0
6,10,530,855,15,1
4,5,500,761,2,0
9,3,550,1031,9,0
9,7,500,768,16,1
3,10,500,591,3,1
8,2,500,363,11,0
6,5,500,645,10,1
3,5,530,1264,12,1
4,3,530,1052,15,0
8,7,550,1474,3,1
9,3,550,399,14,1
1,1,530,684,15,1
8,6,550,1265,16,1
9,2,500,286,8,1
8,3,530,352,3,1
1,2,500,1371,17,0
5,5,530,720,2,0
6,11,550,340,12,1
3,11,500,616,18,0
0,10,530,469,14,0
7,5,530,828,5,1
3,5,500,750,6,0
3,9,500,879,7,1
10,0,500,286,13,1
2,3,530,1242,13,0
7,12,550,482,3,1
9,0,500,385,13,0
1,1,550,536,4,0
1,2,530,1454,13,0
2,8,530,920,10,0
7,0,530,337,18,1
9,5,550,775,6,0
10,5,530,365,10,0
9,7,500,1012,20,1
0,2,500,1070,1,0
0,12,500,681,14,0
4,6,550,1041,14,0
4,12,500,1081,9,0
9,9,530,905,8,1
1,3,530,1506,17,1
6,0,500,1273,4,0
4,3,500,1446,6,0
5,12,550,1152,4,1
7,4,500,890,4,0
4,12,500,1489,3,0
10,12,550,1285,4,1
9,9,550,906,9,1
0,1,500,640,9,1
2,4,500,682,10,0
1,5,530,971,6,1
4,6,500,1142,12,0
0,11,500,1482,18,0
7,1,530,449,13,1
9,1,530,1506,12,0
6,0,530,981,2,1
9,5,500,734,10,1
5,4,530,1285,17,1
4,6,500,1156,17,1
5,6,530,314,6,1
2,8,550,855,10,0
6,2,500,1472,5,1
3,0,550,1072,4,0
4,4,550,664,15,1
9,3,530,1299,14,0
8,12,500,1300,6,1
6,1,530,1357,6,1
1,1,530,464,3,0
7,5,530,468,16,1
7,3,500,489,16,1
1,5,530,449,7,0
8,12,550,701,14,1
4,8,550,1409,15,1
10,10,550,1159,6,1
8,1,500,1224,19,0
8,10,530,1303,12,1
0,0,530,1279,10,0
8,8,530,427,12,0
2,11,530,277,2,1
4,10,550,625,6,0
4,9,500,1410,14,1
4,4,500,1113,6,1
9,7,530,752,19,1
8,12,550,1421,3,1
6,11,500,1174,8,1
6,0,500,228,8,1
9,10,550,684,4,1
2,3,500,1435,20,1
0,6,500,1463,17,0
2,3,550,993,20,1
0,12,530,637,13,0
10,10,530,1412,7,1
9,7,500,820,2,1
0,4,550,819,15,0
5,9,530,1006,11,1
8,1,550,1455,18,1
3,10,550,1324,5,0
6,9,500,1077,4,1
3,6,550,1028,2,0
5,9,530,613,8,1
9,12,500,1443,6,1
6,3,530,246,9,0
2,3,530,299,12,0
4,4,550,1537,10,1
9,10,500,1493,5,1
10,8,530,344,1,1
10,0,530,1184,11,1
6,1,550,577,20,1
9,7,500,1265,19,1
2,3,530,782,6,0
7,11,530,1429,20,1
5,8,550,254,6,1
8,7,530,967,19,1
9,11,550,1275,2,1
5,6,500,667,6,0
9,3,530,1153,5,1
1,8,500,204,5,1
5,5,550,1546,19,1
9,11,550,910,10,1
0,4,530,475,7,1
7,7,550,1090,19,1
2,8,550,856,20,1
6,9,530,776,19,1
7,4,530,863,6,0
8,2,500,429,6,0
7,4,550,1540,14,1
7,11,550,718,5,1
5,1,500,1085,17,1
10,3,550,450,6,0
9,4,500,1432,4,0
10,10,500,425,7,0
1,12,550,912,9,1
2,6,530,543,16,0
6,6,530,1354,7,1
2,0,530,323,19,0
2,11,530,329,4,1
1,12,550,816,11,0
4,5,500,898,1,1
4,8,550,1167,4,0
4,7,530,550,15,1
3,1,500,569,13,0
9,0,530,918,3,1
7,11,530,655,7,0
5,5,550,693,17,0
0,1,530,1424,2,0
10,1,530,1288,20,0
3,7,550,787,1,0
9,4,530,324,1,1
8,4,530,1463,12,1
10,7,530,409,2,1
10,3,550,451,6,0
5,4,530,923,20,0
3,6,530,1427,20,0
3,11,550,1260,8,0
5,7,500,897,18,1
0,1,500,1224,7,1
8,5,500,1208,20,1
3,8,530,1192,1,1
10,0,500,208,5,1
8,12,500,223,13,1
9,5,550,1333,5,0
3,9,530,318,13,0
5,3,550,836,6,0
6,3,500,1169,17,1
7,9,530,552,19,0
2,7,500,227,12,0
10,7,500,1494,19,1
6,7,550,1355,6,1
9,2,550,700,17,0
10,9,530,447,12,1
10,3,500,987,10,0
10,1,530,1440,12,0
6,4,550,856,17,1
2,4,500,783,14,0
1,10,530,1114,13,1
3,10,530,1062,12,0
0,5,530,1428,3,1
5,7,530,1446,13,0
4,12,550,320,12,1
5,11,530,1267,19,1
9,3,500,368,3,0
0,2,530,759,19,0
5,12,550,1522,20,1
9,8,550,1534,18,1
8,6,500,930,10,1
4,6,500,918,19,0
7,8,550,757,2,1
2,12,550,1205,10,1
5,0,530,1495,11,1
2,1,500,1207,6,1
9,5,500,430,2,0
4,8,550,1330,14,1
5,6,530,683,17,0
10,3,550,706,6,1
4,10,500,235,9,1
2,3,550,1510,19,1
4,9,500,349,3,0
9,10,500,1240,7,1
10,9,550,529,6,0
0,8,550,627,16,0
8,9,550,1304,13,1
6,2,550,581,19,0
5,8,500,575,17,1
3,2,500,1489,3,1
3,3,530,1207,4,0
10,8,550,750,10,1
8,0,550,434,12,0
4,12,500,254,15,0
10,4,530,975,7,1
3,10,500,1451,3,0
2,9,530,536,14,0
7,10,530,1056,2,1
1,9,550,904,12,1
0,1,530,310,15,1
6,5,530,373,2,0
6,0,550,825,20,1
3,0,500,516,11,1
10,0,530,1201,10,0
2,7,550,1263,2,1
0,12,530,1353,9,1
0,5,550,474,10,1
9,1,530,244,16,1
1,3,530,1228,4,0
0,10,530,265,18,0
9,12,550,342,5,1
8,11,530,1521,9,1
3,12,500,1332,17,1
9,1,530,1084,11,0
3,5,550,1362,11,0
9,11,500,848,13,1
5,5,550,492,11,0
6,7,500,361,16,0
2,8,550,1183,8,1
4,0,530,1036,9,0
1,9,500,316,18,0
10,3,550,674,10,1
6,10,530,568,10,0
3,8,550,892,17,0
10,1,530,531,6,0
8,5,550,1354,12,1
3,12,530,1055,7,0
6,6,530,1166,18,1
0,10,500,1048,4,1
8,12,500,1482,19,1
7,1,530,857,6,1
8,8,500,538,17,1
2,0,530,314,12,0
1,7,500,503,8,0
9,3,550,893,15,0
10,5,500,400,3,1
4,11,500,329,3,1
4,9,550,775,14,1
7,7,530,438,17,1
0,9,500,1237,7,1
0,0,550,664,10,0
8,5,500,1381,2,0
0,7,550,1331,7,1
6,6,550,617,12,0
10,1,550,1173,15,0
6,6,550,1174,11,1
0,2,500,286,7,0
4,11,530,260,17,1
10,7,550,603,17,1
4,11,500,708,8,1
1,1,500,376,13,0
4,7,550,950,12,0
10,10,530,1328,14,1
1,6,500,599,11,1
10,9,550,1513,17,1
9,1,550,1043,3,0
7,2,530,1454,4,1
6,1,500,226,5,1
3,1,550,739,1,0
8,12,500,894,15,1
9,6,500,505,8,1
0,1,550,1312,6,1
10,4,530,996,15,1
9,6,530,253,12,1
2,2,500,711,6,1
7,12,550,1013,9,1
6,2,550,327,16,1
9,1,500,791,14,1
1,9,530,327,15,1
6,0,550,1387,7,0
7,9,550,685,18,0
6,10,530,491,1,0
6,11,550,1198,2,1
8,9,550,1458,14,1
2,8,500,590,4,1
9,5,550,1245,17,1
3,5,530,1094,8,1
4,3,500,1420,15,0
9,6,530,818,15,1
0,5,530,503,8,1
9,8,530,1322,7,1
5,10,550,1134,4,1
0,0,530,915,9,0
1,8,530,1102,20,1
1,12,500,1312,10,1
7,11,500,1413,12,1
9,10,500,422,12,1
5,3,500,1257,20,0
8,2,500,1316,20,0
2,3,500,229,9,1
9,12,530,569,4,0
4,12,500,714,5,1
2,0,530,695,8,1
2,9,500,1289,17,0
10,3,550,821,3,0
3,1,530,697,10,1
10,1,550,322,19,0
9,9,550,796,3,1
7,7,500,333,20,1
7,5,530,1112,7,0
3,3,550,329,5,0
6,8,550,1242,20,1
5,5,500,1217,5,1
5,2,530,461,6,1
10,4,550,938,6,0
5,2,550,525,15,0
7,6,550,1345,13,1
5,10,550,901,15,0
0,9,500,849,19,1
8,7,530,1124,2,1
5,2,550,350,7,1
9,0,550,432,7,0
1,2,550,1259,6,1
9,5,550,383,3,0
8,5,530,918,19,0
7,4,500,322,4,0
9,12,530,819,20,1
1,8,550,1387,18,0
1,0,500,675,12,0
6,0,530,394,1,1
9,0,500,885,15,0
6,6,550,1532,18,1
9,3,530,1192,12,0
0,5,550,791,2,0
4,2,530,588,11,1
1,4,550,1369,8,1
10,0,550,1260,16,1
6,5,550,1316,18,1
0,12,530,1235,7,1
1,2,550,1148,2,0
9,5,530,755,7,1
10,4,550,930,8,1
10,1,550,1149,4,1
10,1,550,1078,15,1
6,0,530,345,16,0
2,3,550,1178,10,0
10,11,550,1024,13,1
8,9,500,560,6,0
6,3,530,825,14,1
10,6,530,231,14,1
1,1,500,870,5,1
9,0,530,434,17,0
0,11,550,1107,12,1
10,2,530,357,10,0
0,5,500,206,12,1
1,11,500,1285,18,1
2,5,550,484,5,0
7,7,550,383,1,0
7,10,530,1341,10,1
3,6,500,855,12,0
4,0,550,1123,14,1
2,5,500,979,5,1
3,8,550,1466,15,1
6,3,530,1034,20,0
0,12,530,586,16,1
0,4,530,602,1,1
9,0,550,764,2,0
3,1,500,1009,1,0
0,10,530,617,7,1
1,1,500,388,18,0
6,5,530,446,10,0
4,0,550,525,12,0
0,2,500,738,14,0
3,11,550,1129,17,0
2,7,530,1214,18,0
2,7,530,1316,3,1
9,11,500,682,9,0
2,4,550,1137,14,1
1,9,530,369,19,1
6,5,530,615,9,1
4,1,550,1344,7,1
9,10,550,1165,6,1
7,2,530,1400,17,1
1,11,500,1054,16,0
3,6,530,1277,20,1
7,9,550,321,10,1
8,4,500,1333,10,0
8,12,500,411,16,0
7,6,550,1000,19,1
5,12,530,741,14,1
10,8,550,853,3,1
1,4,530,578,15,1
3,5,530,791,1,1
1,3,530,1518,8,0
1,7,550,1333,4,0
5,0,530,764,11,1
0,1,530,1055,14,0
6,9,550,1285,8,1
8,1,530,1469,16,0
3,4,530,1239,5,0
2,0,500,1493,12,1
1,3,530,1324,15,1
0,10,530,1344,18,1
8,10,500,1048,17,1
3,8,550,712,1,1
8,4,500,1463,11,0
5,9,500,1356,17,1
4,4,550,681,18,1
1,12,530,346,20,1
4,1,530,408,20,1
8,9,500,725,19,1
3,3,550,1077,9,1
8,1,550,381,9,1
3,2,550,1475,12,0
9,9,530,381,1,1
7,9,550,1161,15,1
4,12,530,1305,7,1
10,8,530,1365,13,1
0,8,500,460,7,1
9,3,500,861,4,1
6,2,500,1295,17,0
1,9,500,1320,12,1
2,10,500,1071,3,1
9,0,550,316,13,0
10,9,530,613,13,1
9,4,500,238,11,0
6,3,530,1269,6,1
8,4,500,926,16,0
1,9,530,945,14,1
5,4,550,1272,16,0
4,1,530,273,1,0
10,6,550,960,16,1
8,5,530,902,14,0
3,11,530,567,10,0
7,5,550,466,1,0
8,4,500,1152,11,1
3,8,530,516,1,1
4,10,550,1188,3,1
10,12,500,697,15,1
3,3,550,1514,8,1
9,8,530,1282,14,1
5,3,530,1407,7,1
0,4,550,481,12,1
3,9,530,1388,8,0
4,0,500,1430,7,1
8,2,530,1375,14,0
3,2,500,1234,8,1
8,11,530,791,7,1
4,12,550,341,6,0
10,12,500,1276,15,1
0,2,530,499,8,1
3,3,530,1094,18,1
10,0,500,1187,7,1
0,7,500,661,6,0
4,0,550,1538,13,0
3,1,500,538,12,1
7,2,530,1155,7,0
10,12,500,1260,9,1
2,9,550,650,6,0
1,4,500,224,1,0
2,9,550,685,12,0
10,3,500,804,16,1
6,5,500,1437,8,1
8,2,500,892,2,0
9,10,530,231,6,0
1,9,500,769,16,0
0,9,530,355,17,0
4,2,500,692,17,0
3,8,530,1422,17,1
3,1,550,874,1,0
3,0,550,1065,8,1
7,12,530,883,11,1
5,6,500,1216,15,0
1,12,530,615,2,1
7,7,550,1221,4,1
8,7,500,1407,16,1
0,3,530,1339,7,0
3,7,530,691,14,0
5,3,530,1020,19,1
2,2,530,1314,3,0
6,8,530,702,10,1
5,11,530,832,3,0
8,3,500,1388,8,0
7,5,550,1144,17,0
9,11,530,645,11,1
8,11,550,465,15,1
0,1,550,1167,2,1
9,2,530,993,13,1
10,5,530,890,13,0
5,9,500,456,5,0
6,12,500,1403,6,1
3,11,500,1401,11,0
10,7,550,354,3,1
0,2,550,738,17,0
6,0,500,849,8,1
9,1,550,1223,8,0
8,7,550,1357,5,1
2,0,500,817,5,0
3,6,550,1511,17,1
10,0,530,1463,4,1
3,1,500,412,20,1
1,2,550,659,15,0
0,0,530,252,9,0
4,9,550,876,15,0
6,2,500,791,7,1
0,2,500,1199,18,0
1,7,550,950,20,1
5,8,550,702,12,0
10,8,550,964,10,1
1,3,500,548,8,0
1,11,500,838,19,1
6,0,530,306,5,1
9,7,530,1328,14,1
2,12,500,695,20,0
4,9,550,970,20,0
8,10,530,896,19,1
9,12,500,730,7,1
4,9,530,683,11,1
3,11,500,1097,11,1
5,6,500,309,1,1
2,4,530,991,8,0
3,3,530,1244,10,0
6,7,550,429,8,0
2,12,500,593,5,0
0,9,550,1195,8,1
4,4,550,1364,4,1
5,3,550,519,9,0
1,3,500,649,13,1
1,4,550,568,9,0
5,11,550,737,3,0
10,12,500,519,5,1
7,7,500,843,9,1
0,4,500,556,19,0
10,7,550,616,4,0
1,3,500,345,8,1
6,9,500,514,2,0
1,1,550,511,7,1
5,8,530,1053,9,0
6,5,550,1237,4,1
1,12,500,1497,10,0
2,0,550,577,7,0
7,7,530,776,2,1
7,5,500,1308,13,0
8,7,530,1187,19,1
7,12,500,1246,6,1
4,7,500,376,3,0
5,5,500,756,14,0
1,3,500,878,20,1
3,2,500,1080,15,0
7,5,530,975,4,1
6,10,530,503,12,0
0,10,500,1316,3,1
6,4,550,565,1,1
7,10,530,1282,13,1
2,11,530,376,4,0
2,9,530,330,11,0
2,12,500,787,3,1
4,11,500,1273,4,0
7,8,550,1350,6,1
5,6,500,1069,11,0
8,11,500,788,18,1
6,8,550,1438,16,1
5,3,530,897,1,0
3,0,500,1385,9,0
5,1,500,761,7,1
7,6,550,948,9,1
3,6,500,1106,2,1
1,5,500,1107,9,1
9,6,500,1256,5,1
5,12,550,1433,8,1
9,7,530,762,15,1
5,4,530,475,3,1
2,8,550,588,11,0
6,9,530,1510,6,1
4,10,530,1035,1,1
2,12,530,720,4,0
4,4,500,1479,8,1
9,6,500,1422,19,1
8,7,530,281,19,0
9,12,550,1170,2,1
9,9,530,1130,4,1
6,1,550,1323,17,0
1,7,500,955,12,0
5,2,500,1077,12,0
0,7,550,1087,12,0
3,8,500,403,3,0
7,0,550,266,11,1
6,1,550,1199,13,1
0,10,500,816,14,0
10,11,530,390,8,1
6,12,530,1323,3,1
5,11,550,774,13,0
0,12,500,1254,20,1
8,12,500,597,11,0
9,8,550,849,17,1
3,9,530,1113,12,0
9,9,500,1362,5,1
6,11,500,621,3,1
4,9,530,914,19,1
10,5,530,1498,16,0
5,2,500,1446,20,1
1,7,530,1256,16,0
10,2,550,420,20,0
3,1,550,1077,4,0
0,0,500,1228,12,1
5,8,500,385,13,1
7,11,550,1401,19,1
4,9,500,259,2,0
3,0,500,1337,15,0
8,12,500,514,8,0
1,11,500,1083,11,1
6,4,500,291,13,0
5,11,500,958,8,1
2,6,550,750,11,0
9,11,500,538,16,1
1,8,500,480,2,0
1,10,500,1197,9,0
1,6,550,754,6,0
10,3,500,562,13,1
4,11,550,391,2,1
4,12,500,1119,14,1
1,12,550,1335,10,1
1,7,530,583,8,0
6,2,500,811,7,1
6,0,500,390,20,1
8,12,500,1148,17,1
1,10,550,975,13,0
8,0,500,1341,4,1
0,8,550,268,15,1
0,7,550,1415,15,0
5,0,550,1064,3,1
6,5,550,692,8,0
1,6,530,966,2,1
0,1,500,1404,7,1
5,7,500,750,3,1
2,5,550,954,1,1
1,8,550,1380,12,1
2,6,500,240,16,1
3,12,530,972,11,0
5,11,500,608,9,1
8,1,500,882,2,0
3,4,530,1440,18,0
7,2,550,606,3,0
6,2,550,1537,12,1
6,4,530,595,4,0
4,7,500,1022,7,0
0,11,550,1348,2,1
4,1,500,1479,16,0
6,9,530,1492,4,1
10,6,500,960,12,1
2,0,500,487,8,0
6,5,530,303,6,1
9,2,500,1045,3,1
9,7,530,942,14,1
7,10,530,375,4,1
1,12,550,1536,1,1
5,12,500,1482,3,1
2,11,500,1364,15,0
6,2,530,359,18,0
0,0,530,1111,19,1
8,1,550,504,17,1
2,12,550,896,13,1
0,2,550,368,15,1
2,10,500,1435,4,0
0,6,550,1464,3,1
5,6,500,1350,13,0
6,10,530,758,1,1
9,5,500,1121,3,0
6,11,500,1156,9,1
5,2,500,762,2,1
7,4,500,602,5,0
9,4,550,1208,8,1
6,12,530,1383,17,1
5,12,500,1136,7,1
10,1,530,281,17,1
10,5,530,604,5,0
1,3,550,653,17,1
4,8,550,568,3,0
9,5,550,547,12,1
2,5,550,543,12,0
1,6,550,278,19,1
7,12,500,936,18,1
5,2,500,285,5,0
5,4,500,1062,17,1
6,5,530,297,11,0
10,7,550,1345,20,1
1,6,500,1082,9,0
10,9,530,1381,8,1
0,11,550,315,12,1
0,3,500,817,20,1
8,1,530,354,2,0
9,7,550,964,14,1
9,7,550,381,7,1
5,5,550,1182,2,0
4,6,530,784,9,0
5,12,500,1185,12,1
7,0,550,701,14,1
8,8,530,374,9,1
2,12,500,712,1,1
6,9,550,1057,11,1
7,12,550,1414,9,1
0,1,500,442,13,1
4,3,550,257,11,1
9,3,500,1127,11,0
2,2,530,684,13,0
1,5,500,503,8,0
7,1,550,1469,11,0
2,7,530,924,2,0
5,11,550,1179,16,1
5,1,550,1305,7,0
1,6,530,829,14,0
5,8,530,1183,10,0
5,8,530,870,14,1
1,2,550,567,14,0
2,12,530,308,1,0
2,8,550,440,4,1
5,12,550,1523,1,1
5,4,550,339,19,0
6,7,530,1048,19,1
6,9,550,468,9,0
6,10,530,1478,7,1
1,6,550,926,13,0
1,10,500,654,15,1
1,2,550,1020,14,0
3,5,500,237,19,0
6,3,550,1007,2,1
7,12,500,646,2,1
6,7,530,791,10,1
4,10,550,353,8,0
4,12,530,784,20,1
3,0,550,609,12,1
10,2,500,295,8,1
3,5,530,833,11,1
6,1,550,670,4,1
1,6,500,1486,17,0
4,1,500,876,6,0
4,3,550,583,17,0
2,12,500,322,3,0
7,3,500,836,7,0
10,4,500,734,14,0
7,1,550,785,11,0
10,4,500,1459,10,1
2,12,500,1035,15,1
10,3,530,1348,8,0
3,3,500,1196,12,0
7,9,500,940,19,1
2,3,550,585,5,1
4,4,530,259,5,0
10,1,530,983,20,1
0,2,530,721,15,1
7,5,530,1232,17,0
5,3,550,992,7,1
7,10,500,258,10,0
9,11,500,1460,12,1
2,2,530,355,5,1
5,1,530,681,1,0
2,0,530,766,10,0
3,11,550,552,16,0
1,5,500,1298,20,1
5,11,550,1053,7,0
7,10,550,1432,2,1
4,1,530,986,10,0
5,7,530,1381,14,1
0,1,530,1444,5,1
3,9,550,1123,19,0
7,12,530,1497,11,1
8,2,550,1502,16,0
5,1,500,1011,1,0
1,6,500,1339,10,1
10,3,550,686,16,1
0,6,550,1067,16,1
10,12,530,516,9,0
0,0,530,432,7,0
8,3,550,529,9,1
0,3,530,476,14,0
5,12,550,425,5,1
7,6,550,1444,17,1
5,1,500,911,2,0
4,5,500,655,19,1
2,9,550,390,5,1
2,5,500,717,3,0
1,12,550,338,10,0
5,8,500,1257,19,0
1,11,550,1211,17,0
6,0,530,1506,6,0
8,12,550,642,3,0
2,10,500,925,15,0
1,11,550,1245,6,0
10,8,550,596,5,0
9,10,530,491,10,0
2,6,500,489,7,0
0,12,530,314,9,0
6,0,550,970,8,0
10,1,530,1317,5,0
3,12,500,540,1,0
6,6,550,514,18,0
4,10,550,1077,4,0
8,1,550,1319,7,0
2,0,550,259,2,0
0,11,530,808,5,0
3,9,550,994,17,0
9,3,530,573,9,0
7,5,530,397,14,0
6,3,550,1493,2,0
4,11,550,538,9,0
2,6,550,1437,10,0
0,4,500,673,13,0
6,0,530,548,11,0
1,3,550,1470,13,0
3,10,550,1523,12,0
9,7,500,324,7,0
0,12,500,1089,3,0
2,10,500,494,19,0
2,2,550,1156,8,0
2,5,530,784,4,0
0,1,550,873,5,0
4,1,500,459,1,0
5,3,530,1024,10,0
1,7,550,1470,9,0
3,3,550,948,3,0
4,1,530,1156,8,0
7,5,530,624,3,0
6,5,500,1006,3,0
4,8,550,371,2,0
3,1,530,819,16,0
3,5,500,973,8,0
10,3,500,958,4,0
4,5,550,1349,18,0
4,9,530,1274,6,0
5,4,530,432,14,0
5,6,500,887,3,0
0,11,500,1276,9,0
8,2,500,948,4,0
2,4,500,1417,15,0
1,6,550,559,2,0
2,0,500,1255,15,0
2,0,530,310,16,0
8,4,530,1313,9,0
8,4,550,318,18,0
4,9,550,1180,18,0
0,4,530,537,14,0
5,2,500,1479,11,0
2,2,530,530,1,0
4,11,550,564,18,0
6,10,550,340,19,0
9,6,550,617,6,0
8,2,530,759,15,0
1,2,550,599,17,0
1,10,530,1244,3,0
10,3,530,362,14,0
5,0,550,1067,7,0
2,7,530,1186,19,0
2,0,500,1097,4,0
2,12,550,1261,4,0
4,12,550,976,17,0
2,3,500,1147,13,0
8,12,550,454,6,0
6,4,500,1139,4,0
1,2,550,1473,15,0
0,2,530,913,4,0
3,1,500,336,14,0
2,10,550,615,12,0
3,5,530,274,13,0
10,5,500,344,6,0
6,1,530,310,2,0
5,11,500,591,10,0
8,5,550,1122,9,0
10,0,550,1526,3,0
1,7,530,307,16,0
4,0,500,1490,11,0
5,2,500,586,8,0
9,1,530,1288,15,0
1,6,550,900,5,0
3,7,530,372,4,0
10,0,550,1333,19,0
9,4,530,710,4,0
10,1,500,649,11,0
1,10,550,1320,3,0
6,3,500,1353,3,0
4,7,550,1307,18,0
2,11,550,923,7,0
1,5,530,1100,8,0
6,9,550,535,19,0
10,3,530,1193,15,0
4,12,550,833,19,0
4,7,500,739,20,0
0,12,550,825,9,0
3,1,530,1250,15,0
10,1,500,1436,3,0
3,5,500,702,8,0
7,5,530,302,5,0
10,4,530,366,11,0
3,5,550,511,3,0
9,4,530,1527,4,0
1,5,530,785,12,0
3,9,500,1222,10,0
6,11,550,484,3,0
3,2,500,1107,5,0
6,6,500,217,12,0
1,12,530,333,6,0
1,2,550,998,19,0
0,3,550,395,16,0
8,9,500,378,5,0
10,4,500,545,5,0
0,5,530,1025,4,0
0,10,550,643,11,0
5,6,500,720,6,0
1,6,530,1490,12,0
4,8,530,1266,16,0
8,1,550,565,19,0
1,4,530,304,1,0
7,1,530,1290,11,0
1,12,500,1230,20,0
3,8,530,462,15,0
8,3,530,1019,9,0
0,10,500,976,7,0
2,3,530,574,5,0
1,10,550,1489,16,0
5,5,530,970,5,0
5,1,550,827,17,0
8,12,500,385,18,0
0,7,550,1180,11,0
3,3,500,866,9,0
2,5,550,1526,7,0
8,3,530,264,6,0
8,0,530,986,4,0
0,9,500,1176,10,0
9,10,500,563,4,0
8,2,550,1369,7,0
6,2,530,904,13,0
6,2,500,1374,4,0
3,2,530,524,5,0
5,5,530,1026,11,0
5,3,530,772,7,0
8,5,550,914,14,0
8,0,500,556,8,0
5,0,550,1245,9,0
9,3,530,1428,3,0
4,7,550,602,11,0
2,6,500,567,14,0
